ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,Państwo Polskie,Państwo Polskie,państwo polskie,False,państwo polski,państwo polski,Government / Public Administration
0442b6dd-c3a0-4fe0-8279-829c1bc25c25,III RP,III RP,iii rp,False,III RP,III RP,Government / Public Administration
04a05619-37c5-4317-a315-83e358a0ad77,Polskiego Stowarzyszenia HL7,Polskiego Stowarzyszenia HL7,polskiego stowarzyszenia hl7,False,polski stowarzyszenie ho7,polski stowarzyszenie ho7,NGO / Association / Foundation
04a05619-37c5-4317-a315-83e358a0ad77,HL7 International,HL7 International,hl7 international,False,ho7 International,ho7 International,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,NATO STO,NATO STO,nato sto,False,NATO sto,NATO sto,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,NATO Lecture Series,NATO Lecture Series,nato lecture series,False,NATO lecture series,NATO lecture series,International Organization / EU
04a35915-91e4-499b-8e37-c53ce6948919,XY-SENSING sp. z o.o.,XY-SENSING sp. z o.o.,xy-sensing sp. z o.o.,False,XY-SENSING sa . z ograniczona_odpowiedzialność .,XY-SENSING s.a. z o.o.,Company / Business
04a35915-91e4-499b-8e37-c53ce6948919,Wojsko Polskie,Wojsko Polskie,wojsko polskie,False,wojsko polski,wojsko polski,Military / Defense / Security
04f6836e-0f80-48d3-b64d-37bd4949ffa3,Głównego Inspektora Ochrony Środowiska,Głównego Inspektora Ochrony Środowiska,głównego inspektora ochrony środowiska,False,główny inspektor ochrona środowisko,główny inspektor ochrona środowisko,Government / Public Administration
05348605-ac86-4f33-b7c2-c2a1c32217de,Urzędu Miasta Monachium,Urzędu Miasta Monachium,urzędu miasta monachium,False,urząd miasto Monachium,urząd miasto Monachium,Government / Public Administration
05348605-ac86-4f33-b7c2-c2a1c32217de,Oxfam International,Oxfam International,oxfam international,False,oxfam International,oxfam International,International Organization / EU
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum Filmowym,Archiwum Filmowym,archiwum filmowym,False,archiwum filmowy,archiwum filmowy,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Szkoły Filmowej,Szkoły Filmowej,szkoły filmowej,False,szkoła filmowa,szkoła filmowa,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Muzeum Sztuki Nowoczesnej w Warszawie,Muzeum Sztuki Nowoczesnej w Warszawie,muzeum sztuki nowoczesnej w warszawie,False,muzeum sztuka nowoczesny w Warszawa,muzeum sztuka nowoczesny w Warszawa,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,PWFSTviT,PWFSTviT,pwfstvit,False,pwfstvit,pwfstvit,Media / Publishing
05412fa3-afb4-4791-b227-cb8dcc762465,Muzeum Sztuki Nowoczesnej w Warszawie,Muzeum Sztuki Nowoczesnej w Warszawie,muzeum sztuki nowoczesnej w warszawie,False,muzeum sztuka nowoczesny w Warszawa,muzeum sztuka nowoczesny w Warszawa,Cultural Institution / Arts
05412fa3-afb4-4791-b227-cb8dcc762465,Westminister Univeristy,Westminister Univeristy,westminister univeristy,False,westminister univeristy,westminister univeristy,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
05412fa3-afb4-4791-b227-cb8dcc762465,Europejskie Stowarzyszenie Szkół Filmowych GEECT,Europejskie Stowarzyszenie Szkół Filmowych GEECT,europejskie stowarzyszenie szkół filmowych geect,False,europejski stowarzyszenie szkoła filmowy geect,europejski stowarzyszenie szkoła filmowy geect,NGO / Association / Foundation
05412fa3-afb4-4791-b227-cb8dcc762465,Archiwum PWSFTviT,Archiwum PWSFTviT,archiwum pwsftvit,False,archiwum pwsftvit,archiwum pwsftvit,Government / Public Administration
